date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:56:59	12973/12973	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:11%20GMT	http://ophysics.com/k5.html	C:/My%20Web%20Sites/final/ophysics.com/k5.html	(from http://ophysics.com/)
01:57:00	12753/12753	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:10%20GMT	http://ophysics.com/k5a.html	C:/My%20Web%20Sites/final/ophysics.com/k5a.html	(from http://ophysics.com/)
01:57:00	12894/12894	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:10%20GMT	http://ophysics.com/k6.html	C:/My%20Web%20Sites/final/ophysics.com/k6.html	(from http://ophysics.com/)
01:57:00	13001/13001	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:10%20GMT	http://ophysics.com/k7.html	C:/My%20Web%20Sites/final/ophysics.com/k7.html	(from http://ophysics.com/)
01:57:01	92629/92629	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1.9.1/jquery.min.js	C:/My%20Web%20Sites/final/ajax.googleapis.com/ajax/libs/jquery/1.9.1/jquery.min.js	(from http://ophysics.com/)
01:57:01	12710/12710	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:10%20GMT	http://ophysics.com/k8.html	C:/My%20Web%20Sites/final/ophysics.com/k8.html	(from http://ophysics.com/)
01:57:01	13437/13437	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:09%20GMT	http://ophysics.com/k9.html	C:/My%20Web%20Sites/final/ophysics.com/k9.html	(from http://ophysics.com/)
01:57:02	13737/13737	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:09%20GMT	http://ophysics.com/k10.html	C:/My%20Web%20Sites/final/ophysics.com/k10.html	(from http://ophysics.com/)
01:57:02	13173/13173	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:09%20GMT	http://ophysics.com/k11.html	C:/My%20Web%20Sites/final/ophysics.com/k11.html	(from http://ophysics.com/)
01:57:02	15887/15887	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:20%20GMT	http://ophysics.com/f.html	C:/My%20Web%20Sites/final/ophysics.com/f.html	(from http://ophysics.com/)
01:57:03	13009/13009	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:20%20GMT	http://ophysics.com/f1.html	C:/My%20Web%20Sites/final/ophysics.com/f1.html	(from http://ophysics.com/)
01:57:03	13440/13440	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:20%20GMT	http://ophysics.com/f2.html	C:/My%20Web%20Sites/final/ophysics.com/f2.html	(from http://ophysics.com/)
01:57:04	13251/13251	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:19%20GMT	http://ophysics.com/f3.html	C:/My%20Web%20Sites/final/ophysics.com/f3.html	(from http://ophysics.com/)
01:57:04	12725/12725	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:19%20GMT	http://ophysics.com/f3a.html	C:/My%20Web%20Sites/final/ophysics.com/f3a.html	(from http://ophysics.com/)
01:57:04	13025/13025	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:19%20GMT	http://ophysics.com/f4.html	C:/My%20Web%20Sites/final/ophysics.com/f4.html	(from http://ophysics.com/)
01:57:05	12762/12762	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:19%20GMT	http://ophysics.com/f5.html	C:/My%20Web%20Sites/final/ophysics.com/f5.html	(from http://ophysics.com/)
01:57:05	13061/13061	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:18%20GMT	http://ophysics.com/f6.html	C:/My%20Web%20Sites/final/ophysics.com/f6.html	(from http://ophysics.com/)
01:57:06	16003/16003	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:26%20GMT	http://ophysics.com/e.html	C:/My%20Web%20Sites/final/ophysics.com/e.html	(from http://ophysics.com/)
01:57:06	12680/12680	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:25%20GMT	http://ophysics.com/e1.html	C:/My%20Web%20Sites/final/ophysics.com/e1.html	(from http://ophysics.com/)
01:57:06	12830/12830	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:25%20GMT	http://ophysics.com/e2.html	C:/My%20Web%20Sites/final/ophysics.com/e2.html	(from http://ophysics.com/)
01:57:07	12887/12887	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:25%20GMT	http://ophysics.com/e2a.html	C:/My%20Web%20Sites/final/ophysics.com/e2a.html	(from http://ophysics.com/)
01:57:07	13357/13357	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:25%20GMT	http://ophysics.com/e3.html	C:/My%20Web%20Sites/final/ophysics.com/e3.html	(from http://ophysics.com/)
01:57:08	13418/13418	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:24%20GMT	http://ophysics.com/e4.html	C:/My%20Web%20Sites/final/ophysics.com/e4.html	(from http://ophysics.com/)
01:57:08	13264/13264	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:25%20GMT	http://ophysics.com/e5.html	C:/My%20Web%20Sites/final/ophysics.com/e5.html	(from http://ophysics.com/)
01:57:08	12666/12666	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:24%20GMT	http://ophysics.com/e6.html	C:/My%20Web%20Sites/final/ophysics.com/e6.html	(from http://ophysics.com/)
01:57:09	21703/21703	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:11:57%20GMT	http://ophysics.com/w.html	C:/My%20Web%20Sites/final/ophysics.com/w.html	(from http://ophysics.com/)
01:57:09	12806/12806	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:11:56%20GMT	http://ophysics.com/w0.html	C:/My%20Web%20Sites/final/ophysics.com/w0.html	(from http://ophysics.com/)
01:57:09	12856/12856	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:11:56%20GMT	http://ophysics.com/w1.html	C:/My%20Web%20Sites/final/ophysics.com/w1.html	(from http://ophysics.com/)
01:57:10	12488/12488	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:11:56%20GMT	http://ophysics.com/w1a.html	C:/My%20Web%20Sites/final/ophysics.com/w1a.html	(from http://ophysics.com/)
01:57:10	12597/12597	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:11:55%20GMT	http://ophysics.com/w1b.html	C:/My%20Web%20Sites/final/ophysics.com/w1b.html	(from http://ophysics.com/)
01:57:11	14959/14959	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:11:51%20GMT	http://ophysics.com/waves1.html	C:/My%20Web%20Sites/final/ophysics.com/waves1.html	(from http://ophysics.com/)
01:57:11	14561/14561	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:11:51%20GMT	http://ophysics.com/waves2.html	C:/My%20Web%20Sites/final/ophysics.com/waves2.html	(from http://ophysics.com/)
01:57:11	14977/14977	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:11:51%20GMT	http://ophysics.com/waves2b.html	C:/My%20Web%20Sites/final/ophysics.com/waves2b.html	(from http://ophysics.com/)
01:57:12	14565/14565	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:11:50%20GMT	http://ophysics.com/waves3.html	C:/My%20Web%20Sites/final/ophysics.com/waves3.html	(from http://ophysics.com/)
01:57:12	14033/14033	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:11:50%20GMT	http://ophysics.com/waves3a.html	C:/My%20Web%20Sites/final/ophysics.com/waves3a.html	(from http://ophysics.com/)
01:57:13	14024/14024	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:11:50%20GMT	http://ophysics.com/waves3b.html	C:/My%20Web%20Sites/final/ophysics.com/waves3b.html	(from http://ophysics.com/)
01:57:13	13991/13991	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:11:50%20GMT	http://ophysics.com/waves4.html	C:/My%20Web%20Sites/final/ophysics.com/waves4.html	(from http://ophysics.com/)
01:57:13	13752/13752	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:11:49%20GMT	http://ophysics.com/waves5.html	C:/My%20Web%20Sites/final/ophysics.com/waves5.html	(from http://ophysics.com/)
01:57:14	14516/14516	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:11:49%20GMT	http://ophysics.com/waves6.html	C:/My%20Web%20Sites/final/ophysics.com/waves6.html	(from http://ophysics.com/)
01:57:14	15943/15943	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:11:49%20GMT	http://ophysics.com/waves7.html	C:/My%20Web%20Sites/final/ophysics.com/waves7.html	(from http://ophysics.com/)
01:57:15	15449/15449	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:11:49%20GMT	http://ophysics.com/waves8.html	C:/My%20Web%20Sites/final/ophysics.com/waves8.html	(from http://ophysics.com/)
01:57:15	15334/15334	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:11:48%20GMT	http://ophysics.com/waves8b.html	C:/My%20Web%20Sites/final/ophysics.com/waves8b.html	(from http://ophysics.com/)
01:57:15	14735/14735	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:11:48%20GMT	http://ophysics.com/waves9.html	C:/My%20Web%20Sites/final/ophysics.com/waves9.html	(from http://ophysics.com/)
01:57:16	14733/14733	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:11:48%20GMT	http://ophysics.com/waves10.html	C:/My%20Web%20Sites/final/ophysics.com/waves10.html	(from http://ophysics.com/)
01:57:16	15016/15016	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:11:48%20GMT	http://ophysics.com/waves11.html	C:/My%20Web%20Sites/final/ophysics.com/waves11.html	(from http://ophysics.com/)
01:57:17	12751/12751	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:11:55%20GMT	http://ophysics.com/w2.html	C:/My%20Web%20Sites/final/ophysics.com/w2.html	(from http://ophysics.com/)
01:57:17	12947/12947	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:11:55%20GMT	http://ophysics.com/w2a.html	C:/My%20Web%20Sites/final/ophysics.com/w2a.html	(from http://ophysics.com/)
01:57:17	13252/13252	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:11:55%20GMT	http://ophysics.com/w2b.html	C:/My%20Web%20Sites/final/ophysics.com/w2b.html	(from http://ophysics.com/)
01:57:18	12787/12787	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:11:54%20GMT	http://ophysics.com/w3.html	C:/My%20Web%20Sites/final/ophysics.com/w3.html	(from http://ophysics.com/)
01:57:18	12726/12726	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:11:54%20GMT	http://ophysics.com/w4.html	C:/My%20Web%20Sites/final/ophysics.com/w4.html	(from http://ophysics.com/)
01:57:18	12804/12804	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:11:54%20GMT	http://ophysics.com/w4a.html	C:/My%20Web%20Sites/final/ophysics.com/w4a.html	(from http://ophysics.com/)
01:57:19	12692/12692	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:11:54%20GMT	http://ophysics.com/w5.html	C:/My%20Web%20Sites/final/ophysics.com/w5.html	(from http://ophysics.com/)
01:57:19	12759/12759	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:11:53%20GMT	http://ophysics.com/w6.html	C:/My%20Web%20Sites/final/ophysics.com/w6.html	(from http://ophysics.com/)
01:57:20	12871/12871	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:11:53%20GMT	http://ophysics.com/w7.html	C:/My%20Web%20Sites/final/ophysics.com/w7.html	(from http://ophysics.com/)
01:57:20	12662/12662	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:11:53%20GMT	http://ophysics.com/w8.html	C:/My%20Web%20Sites/final/ophysics.com/w8.html	(from http://ophysics.com/)
01:57:20	12889/12889	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:11:53%20GMT	http://ophysics.com/w9.html	C:/My%20Web%20Sites/final/ophysics.com/w9.html	(from http://ophysics.com/)
01:57:21	14322/14322	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:11:52%20GMT	http://ophysics.com/w10.html	C:/My%20Web%20Sites/final/ophysics.com/w10.html	(from http://ophysics.com/)
01:57:21	14620/14620	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:11:52%20GMT	http://ophysics.com/w10b.html	C:/My%20Web%20Sites/final/ophysics.com/w10b.html	(from http://ophysics.com/)
01:57:22	12653/12653	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:11:52%20GMT	http://ophysics.com/w11.html	C:/My%20Web%20Sites/final/ophysics.com/w11.html	(from http://ophysics.com/)
01:57:22	12804/12804	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:11:52%20GMT	http://ophysics.com/w12.html	C:/My%20Web%20Sites/final/ophysics.com/w12.html	(from http://ophysics.com/)
01:57:22	12748/12748	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:11:51%20GMT	http://ophysics.com/w13.html	C:/My%20Web%20Sites/final/ophysics.com/w13.html	(from http://ophysics.com/)
01:57:23	24627/24627	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:09%20GMT	http://ophysics.com/l.html	C:/My%20Web%20Sites/final/ophysics.com/l.html	(from http://ophysics.com/)
01:57:23	12657/12657	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:08%20GMT	http://ophysics.com/l1.html	C:/My%20Web%20Sites/final/ophysics.com/l1.html	(from http://ophysics.com/)
01:57:24	12680/12680	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:08%20GMT	http://ophysics.com/l2.html	C:/My%20Web%20Sites/final/ophysics.com/l2.html	(from http://ophysics.com/)
01:57:24	13209/13209	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:08%20GMT	http://ophysics.com/l3.html	C:/My%20Web%20Sites/final/ophysics.com/l3.html	(from http://ophysics.com/)
01:57:24	13020/13020	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:08%20GMT	http://ophysics.com/l4.html	C:/My%20Web%20Sites/final/ophysics.com/l4.html	(from http://ophysics.com/)
01:57:25	13197/13197	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:07%20GMT	http://ophysics.com/l5.html	C:/My%20Web%20Sites/final/ophysics.com/l5.html	(from http://ophysics.com/)
01:57:25	13161/13161	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:07%20GMT	http://ophysics.com/l5b.html	C:/My%20Web%20Sites/final/ophysics.com/l5b.html	(from http://ophysics.com/)
01:57:26	12983/12983	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:07%20GMT	http://ophysics.com/l6.html	C:/My%20Web%20Sites/final/ophysics.com/l6.html	(from http://ophysics.com/)
01:57:26	12958/12958	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:07%20GMT	http://ophysics.com/l7.html	C:/My%20Web%20Sites/final/ophysics.com/l7.html	(from http://ophysics.com/)
01:57:27	12951/12951	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:06%20GMT	http://ophysics.com/l8.html	C:/My%20Web%20Sites/final/ophysics.com/l8.html	(from http://ophysics.com/)
01:57:27	13138/13138	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:06%20GMT	http://ophysics.com/l9.html	C:/My%20Web%20Sites/final/ophysics.com/l9.html	(from http://ophysics.com/)
01:57:27	12709/12709	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:06%20GMT	http://ophysics.com/l10.html	C:/My%20Web%20Sites/final/ophysics.com/l10.html	(from http://ophysics.com/)
01:57:28	12788/12788	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:06%20GMT	http://ophysics.com/l11.html	C:/My%20Web%20Sites/final/ophysics.com/l11.html	(from http://ophysics.com/)
01:57:28	12783/12783	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:05%20GMT	http://ophysics.com/l12.html	C:/My%20Web%20Sites/final/ophysics.com/l12.html	(from http://ophysics.com/)
01:57:28	12833/12833	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:05%20GMT	http://ophysics.com/l13.html	C:/My%20Web%20Sites/final/ophysics.com/l13.html	(from http://ophysics.com/)
01:57:29	13242/13242	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:05%20GMT	http://ophysics.com/l14.html	C:/My%20Web%20Sites/final/ophysics.com/l14.html	(from http://ophysics.com/)
01:57:29	12833/12833	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:05%20GMT	http://ophysics.com/l15.html	C:/My%20Web%20Sites/final/ophysics.com/l15.html	(from http://ophysics.com/)
01:57:30	13139/13139	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:04%20GMT	http://ophysics.com/l15b.html	C:/My%20Web%20Sites/final/ophysics.com/l15b.html	(from http://ophysics.com/)
01:57:30	13941/13941	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:04%20GMT	http://ophysics.com/l16.html	C:/My%20Web%20Sites/final/ophysics.com/l16.html	(from http://ophysics.com/)
01:57:30	14201/14201	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:04%20GMT	http://ophysics.com/l17.html	C:/My%20Web%20Sites/final/ophysics.com/l17.html	(from http://ophysics.com/)
01:57:31	13793/13793	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:04%20GMT	http://ophysics.com/l18.html	C:/My%20Web%20Sites/final/ophysics.com/l18.html	(from http://ophysics.com/)
01:57:31	13450/13450	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:03%20GMT	http://ophysics.com/l19.html	C:/My%20Web%20Sites/final/ophysics.com/l19.html	(from http://ophysics.com/)
01:57:32	12872/12872	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:03%20GMT	http://ophysics.com/l20.html	C:/My%20Web%20Sites/final/ophysics.com/l20.html	(from http://ophysics.com/)
01:57:32	18563/18563	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:24%20GMT	http://ophysics.com/em.html	C:/My%20Web%20Sites/final/ophysics.com/em.html	(from http://ophysics.com/)
01:57:32	13410/13410	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:24%20GMT	http://ophysics.com/em1.html	C:/My%20Web%20Sites/final/ophysics.com/em1.html	(from http://ophysics.com/)
01:57:33	12906/12906	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:23%20GMT	http://ophysics.com/em1a.html	C:/My%20Web%20Sites/final/ophysics.com/em1a.html	(from http://ophysics.com/)
01:57:33	14659/14659	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:23%20GMT	http://ophysics.com/em2.html	C:/My%20Web%20Sites/final/ophysics.com/em2.html	(from http://ophysics.com/)
01:57:33	12780/12780	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:23%20GMT	http://ophysics.com/em2a.html	C:/My%20Web%20Sites/final/ophysics.com/em2a.html	(from http://ophysics.com/)
01:57:34	12697/12697	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:23%20GMT	http://ophysics.com/em3.html	C:/My%20Web%20Sites/final/ophysics.com/em3.html	(from http://ophysics.com/)
01:57:34	13301/13301	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:23%20GMT	http://ophysics.com/em4.html	C:/My%20Web%20Sites/final/ophysics.com/em4.html	(from http://ophysics.com/)
01:57:35	12942/12942	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:22%20GMT	http://ophysics.com/em4a.html	C:/My%20Web%20Sites/final/ophysics.com/em4a.html	(from http://ophysics.com/)
01:57:35	12870/12870	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:22%20GMT	http://ophysics.com/em5.html	C:/My%20Web%20Sites/final/ophysics.com/em5.html	(from http://ophysics.com/)
01:57:35	12708/12708	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:22%20GMT	http://ophysics.com/em6.html	C:/My%20Web%20Sites/final/ophysics.com/em6.html	(from http://ophysics.com/)
01:57:36	12881/12881	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:22%20GMT	http://ophysics.com/em7.html	C:/My%20Web%20Sites/final/ophysics.com/em7.html	(from http://ophysics.com/)
01:57:36	12826/12826	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:21%20GMT	http://ophysics.com/em8.html	C:/My%20Web%20Sites/final/ophysics.com/em8.html	(from http://ophysics.com/)
01:57:36	13270/13270	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:21%20GMT	http://ophysics.com/em9.html	C:/My%20Web%20Sites/final/ophysics.com/em9.html	(from http://ophysics.com/)
01:57:37	12681/12681	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:21%20GMT	http://ophysics.com/em10.html	C:/My%20Web%20Sites/final/ophysics.com/em10.html	(from http://ophysics.com/)
01:57:37	12609/12609	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:21%20GMT	http://ophysics.com/em11.html	C:/My%20Web%20Sites/final/ophysics.com/em11.html	(from http://ophysics.com/)
01:57:38	19387/19387	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:02%20GMT	http://ophysics.com/r.html	C:/My%20Web%20Sites/final/ophysics.com/r.html	(from http://ophysics.com/)
01:57:38	13299/13299	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:02%20GMT	http://ophysics.com/r1a.html	C:/My%20Web%20Sites/final/ophysics.com/r1a.html	(from http://ophysics.com/)
01:57:38	13514/13514	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:02%20GMT	http://ophysics.com/r1.html	C:/My%20Web%20Sites/final/ophysics.com/r1.html	(from http://ophysics.com/)
01:57:39	13413/13413	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:01%20GMT	http://ophysics.com/r2.html	C:/My%20Web%20Sites/final/ophysics.com/r2.html	(from http://ophysics.com/)
01:57:39	12909/12909	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:01%20GMT	http://ophysics.com/r3.html	C:/My%20Web%20Sites/final/ophysics.com/r3.html	(from http://ophysics.com/)
01:57:40	13183/13183	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:01%20GMT	http://ophysics.com/r4.html	C:/My%20Web%20Sites/final/ophysics.com/r4.html	(from http://ophysics.com/)
01:57:40	13692/13692	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2022:12:00%20GMT	http://ophysics.com/r5.html	C:/My%20Web%20Sites/final/ophysics.com/r5.html	(from http://ophysics.com/)
